Region,mcode,lvcnt,lvdt2,bomb
North,28,0,5/7/1999,0
North,28,0,5/9/1999,1
North,28,0,5/11/1999,0
North,28,0,5/13/1999,0
North,28,0,5/15/1999,0
North,28,0,5/17/1999,0
North,28,0,5/19/1999,0
North,28,0,5/21/1999,0
North,28,0,5/23/1999,1
North,28,0,5/25/1999,1
North,28,0,5/27/1999,0
North,29,0,3/24/1999,0
North,29,0,3/26/1999,0
North,29,0,3/28/1999,0
North,29,2,3/30/1999,0
North,29,2,4/1/1999,0
North,29,9,4/3/1999,0
North,29,0,4/5/1999,0
North,29,0,4/7/1999,0
North,29,0,4/9/1999,0
North,29,0,4/11/1999,0
North,29,0,4/13/1999,0
North,29,0,4/15/1999,0
North,29,0,4/17/1999,0
North,29,0,4/19/1999,0
North,29,0,4/21/1999,0
North,29,0,4/23/1999,0
North,29,0,4/25/1999,0
North,29,0,4/27/1999,0
North,29,0,4/29/1999,0
North,29,0,5/1/1999,0
North,29,0,5/3/1999,0
North,29,0,5/5/1999,0
North,29,0,5/7/1999,0
North,29,0,5/9/1999,0
North,29,0,5/11/1999,0
North,29,0,5/13/1999,0
North,29,0,5/15/1999,0
North,29,0,5/17/1999,0
North,29,0,5/19/1999,1
North,29,0,5/21/1999,1
North,29,0,5/23/1999,0
North,29,0,5/25/1999,0
North,29,0,5/27/1999,0
